date,AQIÖ¸Êý,PM2.5,PM10,O3,no2,so2,co,T,Po,U,Ff,VV,RRR,year,month,day
2017/2/15,55,108,50,46,10,8,7,10.8,611.2,74,4,13,0,2017,2,15
2017/2/16,58,84,67,51,15,9,10,14.6,609.3,36,3,30,0,2017,2,16
2017/2/17,54,93,78,48,19,8,10,15.3,609.5,45,0,28,0,2017,2,17
2017/2/18,68,108,54,48,10,7,7,15.7,609.4,47,3,30,0,2017,2,18
2017/2/19,67,86,55,45,10,6,7,16.8,605.2,42,3,28,0,2017,2,19
2017/2/20,59,84,61,51,10,6,8,13.8,604.8,65,3,10,0,2017,2,20
2017/2/21,61,103,62,54,10,6,7,15.8,606.4,48,3,17,0,2017,2,21
2017/2/22,65,98,69,54,15,8,7,17.6,606.5,35,3,21,0,2017,2,22
2017/2/23,66,102,74,21,17,10,10,17.1,607,43,3,20,0,2017,2,23
2017/2/24,77,146,57,18,14,7,9,8.2,607.8,84,2,4,0,2017,2,24
2017/2/25,75,118,64,21,16,7,10,6.7,608.2,79,3,6,0,2017,2,25
2017/2/26,57,110,59,24,16,6,10,7.9,608.6,75,3,6,0,2017,2,26
2017/2/27,61,109,68,54,17,7,12,9.5,608.1,84,2,6,0,2017,2,27
2017/2/28,59,112,81,26,20,9,11,14.4,607.3,42,3,26,0,2017,2,28
2017/3/1,70,145,74,44,14,8,11,7.4,611.2,75,3,5,0,2017,3,1
2017/3/2,77,140,67,49,12,7,11,11.8,606.1,75,3,8,0,2017,3,2
2017/3/3,72,105,72,68,13,8,9,16.3,604.2,41,5,23,0,2017,3,3
2017/3/4,67,104,74,60,13,13,8,17.4,604.4,30,3,22,0,2017,3,4
2017/3/5,85,115,89,66,16,9,10,16.2,605.8,39,2,22,0,2017,3,5
2017/3/6,73,136,78,61,15,11,11,16.7,605.3,39,3,17,0,2017,3,6
2017/3/7,78,116,68,49,18,12,10,16.6,606,32,3,25,0,2017,3,7
2017/3/8,77,117,51,40,18,8,10,15.8,605.7,42,4,24,0,2017,3,8
2017/3/9,69,93,52,47,10,9,9,9.5,604.8,82,3,30,0.9,2017,3,9
2017/3/10,57,80,70,45,17,9,10,16,605.7,50,6,30,0,2017,3,10
2017/3/11,56,103,33,32,9,5,9,17.6,606.7,47,4,24,0,2017,3,11
2017/3/12,66,56,39,42,8,5,9,12.7,605.8,87,2,30,0.9,2017,3,12
2017/3/13,37,65,57,57,14,12,9,15.5,607.6,47,6,30,0,2017,3,13
2017/3/14,52,74,78,52,16,8,8,18.2,606.9,27,5,30,0,2017,3,14
2017/3/15,61,77,86,63,21,9,11,18.3,606.4,27,3,30,0,2017,3,15
2017/3/16,67,110,80,66,18,8,11,18.7,605.2,35,2,24,0,2017,3,16
2017/3/17,81,117,72,56,16,9,11,18.1,605.9,31,4,27,0,2017,3,17
2017/3/18,79,119,85,60,21,11,11,17.2,606.7,31,3,27,0,2017,3,18
2017/3/19,77,113,121,52,25,9,10,18.2,607.4,31,6,23,0,2017,3,19
2017/3/20,78,123,60,49,14,7,10,15.5,607.6,41,1,27,0,2017,3,20
2017/3/21,86,95,54,50,10,6,8,15.7,605.9,38,5,30,0,2017,3,21
2017/3/22,58,68,73,50,19,10,10,19.1,606.2,26,5,30,0,2017,3,22
2017/3/23,56,91,77,64,16,9,11,21.4,606.3,24,4,30,0,2017,3,23
2017/3/24,67,112,87,42,18,10,13,20.7,606.8,33,4,25,0,2017,3,24
2017/3/25,80,142,49,27,19,8,12,10.4,609.5,72,3,6,0,2017,3,25
2017/3/26,78,102,63,34,18,7,12,12.6,610.3,73,2,7,0,2017,3,26
2017/3/27,56,120,40,47,11,6,12,11,610,88,1,19,3,2017,3,27
2017/3/28,60,81,69,48,17,9,13,18.7,607.3,53,4,28,0,2017,3,28
2017/3/29,53,113,79,50,19,6,13,15.2,607.1,77,2,8,9,2017,3,29
2017/3/30,70,136,44,42,14,6,9,13.5,609.1,92,1,4.9,7,2017,3,30
2017/3/31,72,80,55,38,18,8,9,12.1,611.2,71,2,19,0,2017,3,31
2017/4/1,46,92,41,33,14,5,10,11.6,611.2,82,2,7,0.3,2017,4,1
2017/4/2,52,73,43,52,8,5,10,13.7,608.6,80,2,20,0,2017,4,2
2017/4/3,40,71,44,52,9,6,10,15.4,607.9,59,5,30,0,2017,4,3
2017/4/4,63,67,47,48,9,6,10,18.6,607.1,49,3,30,0,2017,4,4
2017/4/5,62,74,48,51,13,8,9,16.7,605.4,50,4,30,0,2017,4,5
2017/4/6,56,68,55,44,12,6,9,20.3,605.3,43,3,30,0,2017,4,6
2017/4/7,62,80,57,45,8,6,8,19.5,605.2,48,5,30,0,2017,4,7
2017/4/8,57,77,60,56,8,5,8,21.7,605.5,43,3,29,0,2017,4,8
2017/4/9,57,86,75,71,8,6,9,22.6,604.5,31,4,28,0,2017,4,9
2017/4/10,70,98,80,78,10,8,10,22.7,603.9,30,3,23,0,2017,4,10
2017/4/11,86,120,98,80,17,10,12,21.4,605.8,27,2,19,0,2017,4,11
2017/4/12,92,148,82,62,13,5,11,20.1,607.3,26,2,21,0,2017,4,12
2017/4/13,92,151,76,66,11,5,12,18,608,70,4,7,0,2017,4,13
2017/4/14,80,136,80,66,8,6,11,20,606.1,39,2,12,0,2017,4,14
2017/4/15,84,149,76,45,11,6,12,19.9,606.1,44,4,13,0,2017,4,15
2017/4/16,91,137,35,37,18,5,10,14.5,609.3,94,1,2.1,4,2017,4,16
2017/4/17,75,76,46,33,17,10,10,11.2,609.7,92,2,16,12,2017,4,17
2017/4/18,39,77,49,40,18,9,12,14,606.7,76,1,18,0,2017,4,18
2017/4/19,46,66,63,49,17,9,11,18.7,604.7,55,3,30,0,2017,4,19
2017/4/20,53,79,36,29,15,8,11,17.9,606.2,63,2,17,0.1,2017,4,20
2017/4/21,62,109,48,28,15,7,11,11.5,608.4,73,4,18,0,2017,4,21
2017/4/22,44,79,59,35,15,7,11,14.9,607,80,1,9,0,2017,4,22
2017/4/23,52,79,36,31,14,6,12,16,606.4,88,1,9,2,2017,4,23
2017/4/24,56,60,58,34,16,7,12,16,605.2,81,2,26,2,2017,4,24
2017/4/25,39,79,58,39,18,8,12,15.4,606.3,85,1,17,0,2017,4,25
2017/4/26,57,89,74,24,23,7,12,15.2,607.6,86,1,9,0.9,2017,4,26
2017/4/27,60,116,62,45,18,6,11,11.1,610,84,3,27,4,2017,4,27
2017/4/28,58,81,80,54,17,7,11,19.7,607.9,54,2,15,0,2017,4,28
2017/4/29,64,108,68,54,9,8,11,20.5,606.7,42,3,27,0,2017,4,29
2017/4/30,71,93,62,57,10,9,10,20.6,606.1,45,3,25,0,2017,4,30
2017/5/1,71,89,63,51,7,9,9,22.5,606.7,38,5,26,0,2017,5,1
2017/5/2,77,80,59,53,7,7,8,21.5,606.5,44,5,28,0,2017,5,2
2017/5/3,67,75,59,64,11,8,11,21.8,607.3,42,3,27,0,2017,5,3
2017/5/4,70,71,75,61,12,8,12,21.7,607.9,42,3,21,0,2017,5,4
2017/5/5,85,98,87,60,17,7,14,22.4,608.1,40,3,27,0,2017,5,5
2017/5/6,77,113,72,51,9,9,13,21,608.3,40,4,18,0,2017,5,6
2017/5/7,79,95,62,65,13,9,15,19.2,607.6,56,3,27,0,2017,5,7
2017/5/8,70,89,71,62,16,10,14,19.8,606.7,62,2,25,0,2017,5,8
2017/5/9,88,98,68,58,11,8,14,23.9,607,36,4,21,0,2017,5,9
2017/5/10,80,90,61,50,8,7,12,21.4,607.9,46,7,20,0,2017,5,10
2017/5/11,77,88,52,57,13,8,12,22,608.1,47,3,30,0,2017,5,11
2017/5/12,65,72,77,62,22,13,15,18.9,608.6,69,1,25,0,2017,5,12
2017/5/13,72,89,55,46,8,7,15,22.6,605.8,45,3,30,0,2017,5,13
2017/5/14,85,73,61,46,10,7,11,16.6,607.3,66,5,30,0,2017,5,14
2017/5/15,64,90,54,42,14,7,13,17.4,608.8,52,3,30,0,2017,5,15
2017/5/16,67,81,50,36,19,8,14,12.6,609.7,84,3,13,2,2017,5,16
2017/5/17,52,74,55,32,19,8,12,13.1,608.2,89,1,6,4,2017,5,17
2017/5/18,47,83,45,39,12,8,10,17.2,607.3,84,2,9,0,2017,5,18
2017/5/19,54,70,51,41,12,10,9,20.7,605.4,64,2,30,0,2017,5,19
2017/5/20,50,63,58,48,11,8,10,24,603,50,4,30,0,2017,5,20
2017/5/21,54,76,59,44,10,8,9,25,603.6,47,3,30,0,2017,5,21
2017/5/22,71,78,69,48,14,9,10,25.1,604.1,46,4,30,0,2017,5,22
2017/5/23,65,86,52,29,13,8,8,22.7,606.1,57,4,30,0,2017,5,23
2017/5/24,71,81,37,44,13,7,8,16.7,607.7,70,5,16,0,2017,5,24
2017/5/25,51,61,49,60,16,11,9,15.9,609.7,60,3,30,0,2017,5,25
2017/5/26,44,62,69,99,22,11,10,18.6,607.9,62,2,19,0,2017,5,26
2017/5/27,70,95,67,83,14,9,10,20.4,607.6,58,1,18,0,2017,5,27
2017/5/28,110,91,62,81,11,10,10,21.1,606.7,56,2,25,0,2017,5,28
2017/5/29,95,89,52,47,9,8,10,24.2,605.7,40,3,30,0,2017,5,29
2017/5/30,94,73,35,38,6,6,10,23,606.4,58,5,30,0,2017,5,30
2017/5/31,53,55,42,48,7,8,10,23.4,604.9,54,3,30,0,2017,5,31
2017/6/1,41,55,47,49,8,8,9,23.8,603.6,54,3,30,0,2017,6,1
2017/6/2,50,60,40,47,8,10,9,23.8,603.2,47,4,30,0,2017,6,2
2017/6/3,52,56,41,49,7,9,9,24.1,603.6,48,4,30,0,2017,6,3
2017/6/4,50,55,46,83,9,8,9,23.3,603,46,3,30,0,2017,6,4
2017/6/5,54,69,55,55,15,8,9,23.1,603.7,52,1,30,0,2017,6,5
2017/6/6,90,83,47,82,15,8,9,17.7,608.2,81,1,30,1,2017,6,6
2017/6/7,62,75,53,75,9,10,9,22.6,606.5,55,2,30,0,2017,6,7
2017/6/8,84,77,42,50,7,5,8,24.4,604.7,49,4,30,0,2017,6,8
2017/6/9,78,59,41,56,7,6,8,25.9,603.8,46,2,30,0,2017,6,9
2017/6/10,52,51,37,36,8,6,8,25.5,604.3,55,4,30,0,2017,6,10
2017/6/11,64,52,42,45,8,6,8,23.7,604.8,66,2,30,0,2017,6,11
2017/6/12,38,53,33,46,14,6,7,21.9,605.2,75,5,30,0,2017,6,12
2017/6/13,50,61,38,40,9,6,7,22.3,605.5,75,2,30,0,2017,6,13
2017/6/14,47,53,37,29,11,6,10,22.8,605.6,76,4,26,11,2017,6,14
2017/6/15,43,84,40,29,15,7,8,24.2,604.3,61,2,30,0,2017,6,15
2017/6/16,33,107,47,35,14,7,8,17.8,606.4,91,2,6,5,2017,6,16
2017/6/17,38,73,42,41,12,8,8,21.4,603.6,84,2,30,1,2017,6,17
2017/6/18,47,74,51,31,16,6,9,23,603.8,67,1,30,0,2017,6,18
2017/6/19,46,88,40,58,14,6,8,17.6,605.4,92,2,8,14,2017,6,19
2017/6/20,42,78,36,26,12,7,8,20.6,604.2,82,1,10,0,2017,6,20
2017/6/21,63,62,48,30,13,12,7,20,603.8,91,0,22,2,2017,6,21
2017/6/22,39,71,44,32,9,7,7,22.3,604.2,77,2,30,0.3,2017,6,22
2017/6/23,47,72,40,28,9,7,7,23.6,603.9,58,3,30,0.4,2017,6,23
2017/6/24,40,61,49,18,15,6,8,23.9,603.7,63,1,30,0,2017,6,24
2017/6/25,39,67,44,32,15,6,8,19.2,606.1,84,2,12,1,2017,6,25
2017/6/26,43,84,47,24,19,5,8,18.6,606.9,90,1,12,1,2017,6,26
2017/6/27,46,71,42,25,15,6,8,17.8,607.1,93,2,11,1,2017,6,27
2017/6/28,40,72,25,17,9,6,7,21.4,606,80,3,30,0,2017,6,28
2017/6/29,35,48,26,14,9,6,8,20.3,605.1,78,2,30,1,2017,6,29
2017/6/30,28,52,28,18,11,7,8,18.9,604.8,91,2,24,4,2017,6,30
2017/7/1,30,67,25,16,13,6,8,19.9,604.6,88,1,10,2,2017,7,1
2017/7/2,32,69,24,28,15,5,8,19.4,604.5,82,3,26,3,2017,7,2
2017/7/3,34,69,41,38,16,6,8,17.5,606.1,91,3,15,0.9,2017,7,3
2017/7/4,37,78,36,33,11,7,7,21.2,605.8,76,3,24,0,2017,7,4
2017/7/5,45,76,33,25,9,6,8,21.6,605.4,82,3,22,0,2017,7,5
2017/7/6,36,62,35,11,16,7,8,22.2,604.7,77,1,30,0.9,2017,7,6
2017/7/7,31,62,48,37,17,8,9,18.7,606.4,92,1,6,5,2017,7,7
2017/7/8,35,83,35,36,17,10,7,22.3,605.6,75,3,30,0,2017,7,8
2017/7/9,42,87,61,58,26,14,10,16.6,608.2,83,2,30,3,2017,7,9
2017/7/10,41,103,77,52,30,9,9,21.7,606.5,68,1,25,0,2017,7,10
2017/7/11,62,110,47,28,21,7,8,18.9,607.4,80,1,19,0,2017,7,11
2017/7/12,67,91,34,22,14,6,8,17.6,607.9,95,0,9,5,2017,7,12
2017/7/13,44,63,36,21,15,5,8,19.1,607,91,3,13,9,2017,7,13
2017/7/14,34,59,38,22,16,8,8,19.4,606.2,83,2,30,1,2017,7,14
2017/7/15,37,75,40,23,15,7,8,17.9,606.9,92,0,15,5,2017,7,15
2017/7/16,38,75,31,24,13,7,6,20,607,88,0,14,0.4,2017,7,16
2017/7/17,40,69,33,27,13,6,6,21.1,607.6,74,3,30,0,2017,7,17
2017/7/18,28,57,42,32,13,8,8,21.7,607.3,74,2,22,0,2017,7,18
2017/7/19,36,64,33,57,10,5,7,20.1,605.4,91,3,8,6,2017,7,19
2017/7/20,37,45,38,23,12,6,7,21.7,605.6,72,3,30,0,2017,7,20
2017/7/21,79,61,19,15,14,6,7,19.4,607.6,86,1,22,0,2017,7,21
2017/7/22,28,63,33,27,14,7,7,16.7,609.4,93,1,20,18,2017,7,22
2017/7/23,33,78,56,48,19,10,9,18.1,607.5,81,0,28,0.2,2017,7,23
2017/7/24,35,81,54,36,17,7,8,20.7,605.9,84,0,9,0,2017,7,24
2017/7/25,54,104,48,42,14,7,7,19.6,606.5,83,2,23,7,2017,7,25
2017/7/26,53,79,58,72,18,10,9,21.9,605.6,73,2,18,0,2017,7,26
2017/7/27,48,105,55,60,20,7,7,20,606.7,85,5,11,4,2017,7,27
2017/7/28,60,95,53,72,16,7,7,20.3,607,82,2,16,0.3,2017,7,28
2017/7/29,64,87,76,74,25,7,8,23.2,605.4,64,1,27,0,2017,7,29
2017/7/30,84,122,64,42,19,6,8,21.4,604.5,75,2,12,1,2017,7,30
2017/7/31,80,108,42,42,14,5,8,21.6,604,83,2,15,2,2017,7,31
2017/8/1,57,79,66,53,20,8,8,21.8,604,76,2,29,0,2017,8,1
2017/8/2,46,114,64,69,23,9,10,20.8,603.9,81,2,10,5,2017,8,2
2017/8/3,63,117,53,47,18,6,6,20.2,603.8,85,6,10,0.4,2017,8,3
2017/8/4,74,93,50,31,16,5,6,21.1,604.7,79,2,18,11,2017,8,4
2017/8/5,49,81,44,37,11,5,5,20.6,605.6,86,1,29,6,2017,8,5
2017/8/6,41,66,33,35,9,7,6,22.3,605.8,70,2,30,0,2017,8,6
2017/8/7,42,53,28,16,10,7,5,22.2,605.3,75,2,30,0,2017,8,7
2017/8/8,37,54,28,41,16,5,5,20.1,606.4,86,1,30,0,2017,8,8
2017/8/9,30,63,38,30,19,7,8,17.6,607.1,90,4,7,0,2017,8,9
2017/8/10,45,76,29,20,10,7,7,20.5,605.3,88,0,21,4,2017,8,10
2017/8/11,45,73,34,22,10,8,7,21.3,605.1,76,2,30,0,2017,8,11
2017/8/12,35,66,32,24,9,8,7,22.5,605.6,66,2,30,0,2017,8,12
2017/8/13,34,57,41,17,14,7,8,21.3,606.3,78,2,30,0,2017,8,13
2017/8/14,41,71,45,27,22,6,8,19.6,606.7,90,1,25,3,2017,8,14
2017/8/15,43,96,44,45,16,5,7,18.3,605.9,84,2,10,0.9,2017,8,15
2017/8/16,52,87,38,28,12,7,5,22.1,605.1,68,1,30,0,2017,8,16
2017/8/17,59,77,23,24,9,4,6,21,606.3,73,5,30,0,2017,8,17
2017/8/18,34,58,32,30,11,7,6,20.2,608.3,79,3,30,0,2017,8,18
2017/8/19,27,62,33,25,10,7,7,21.5,607.7,72,1,30,0,2017,8,19
2017/8/20,36,54,43,32,11,8,7,22.2,606.3,72,2,30,0,2017,8,20
2017/8/21,39,66,49,36,12,10,8,22.5,605.2,71,2,25,0,2017,8,21
2017/8/22,44,74,64,30,20,9,9,23.9,605.2,67,2,30,0,2017,8,22
2017/8/23,55,109,41,23,17,5,7,19.5,606.8,90,1,9,10,2017,8,23
2017/8/24,65,84,17,21,10,4,5,19.9,604.5,82,4,27,3,2017,8,24
2017/8/25,49,55,33,24,12,6,6,19,607.2,85,3,9,0.2,2017,8,25
2017/8/26,25,64,40,41,13,6,6,20.3,607.5,76,1,30,0,2017,8,26
2017/8/27,30,76,45,33,17,6,9,20.5,606.1,83,1,8,0,2017,8,27
2017/8/28,48,86,34,24,14,6,6,18.6,607,86,2,18,10,2017,8,28
2017/8/29,48,69,27,23,12,6,6,18.7,607.9,93,0,12,0.2,2017,8,29
2017/8/30,35,68,29,27,11,7,6,19.3,608.4,80,3,17,0.1,2017,8,30
2017/8/31,28,57,39,24,12,8,8,20.2,607.4,81,3,30,0,2017,8,31
2017/9/1,34,60,35,23,10,8,8,20.4,605.5,86,1,30,0,2017,9,1
2017/9/2,38,62,39,29,11,9,8,20.8,605.2,78,2,26,0,2017,9,2
2017/9/3,38,69,42,26,10,8,7,21.8,606.1,80,1,30,0,2017,9,3
2017/9/4,44,63,42,30,12,9,8,21.3,605.8,85,3,24,0,2017,9,4
2017/9/5,43,72,25,16,11,4,5,21.9,606.2,81,1,21,0,2017,9,5
2017/9/10,34,72,52,62,21,9,7,19.2,607.8,87,1,7,0,2017,9,10
2017/9/11,39,67,76,69,29,9,9,19.9,606.7,88,1,30,19,2017,9,11
2017/9/12,33,130,44,38,16,6,7,20.2,606,82,1,30,0.1,2017,9,12
2017/9/13,29,82,48,36,16,8,6,17.8,609.8,70,2,30,1,2017,9,13
2017/9/14,39,101,52,37,18,6,6,18.7,609.7,69,1,28,0,2017,9,14
2017/9/15,69,106,56,24,18,7,6,19.5,609.7,80,1,20,0,2017,9,15
2017/9/16,70,87,43,34,18,8,6,21.1,608.9,74,1,30,0,2017,9,16
2017/9/17,46,73,35,27,17,14,6,20.3,608.9,71,3,13,0,2017,9,17
2017/9/18,53,66,33,24,14,9,5,20.2,609,61,2,27,0,2017,9,18
2017/9/19,50,55,47,31,16,10,7,19,610.3,81,2,17,0.1,2017,9,19
2017/9/20,42,82,35,15,16,6,7,20.2,609.7,75,2,25,0,2017,9,20
2017/9/21,40,73,39,22,14,5,7,21,608,71,2,16,0,2017,9,21
2017/9/22,40,75,32,31,13,7,8,21.3,607.6,73,2,30,0,2017,9,22
2017/9/23,39,64,42,28,16,10,11,18.2,608.9,91,3,13,12,2017,9,23
2017/9/24,50,74,48,39,18,9,9,17.7,607.7,93,1,24,2,2017,9,24
2017/9/25,34,85,45,31,13,6,7,17.3,608.3,94,1,6,15,2017,9,25
2017/9/26,37,87,26,22,11,5,7,20.5,608.5,73,2,27,0,2017,9,26
2017/9/27,35,55,51,25,16,9,9,20.6,606.5,75,2,30,0,2017,9,27
2017/9/28,44,91,39,23,15,6,8,19.7,606.5,85,1,14,0,2017,9,28
2017/9/29,52,76,43,30,15,10,10,21.1,608.6,78,2,30,0,2017,9,29
2017/9/30,43,83,42,25,12,9,8,20,608.8,78,0,30,0,2017,9,30
2017/10/1,34,65,41,23,14,5,9,19.4,608.4,89,1,13,0,2017,10,1
2017/10/2,59,65,46,32,14,6,7,18.5,609.5,76,1,30,0.1,2017,10,2
2017/10/3,49,90,34,28,12,6,7,20.5,608.8,71,2,26,0,2017,10,3
2017/10/4,44,76,51,37,10,8,8,21.2,607.7,71,3,29,0,2017,10,4
2017/10/5,40,68,50,41,13,9,10,18.7,608.8,87,2,23,0,2017,10,5
2017/10/6,45,76,53,40,15,5,7,19.6,610.3,68,2,29,0,2017,10,6
2017/10/7,46,89,35,28,13,4,7,19.2,610.5,83,1,12,0.3,2017,10,7
2017/10/8,33,67,42,36,16,8,8,19.1,609.1,79,1,29,0,2017,10,8
2017/10/9,40,74,56,23,20,7,9,18.2,609.2,86,1,18,0,2017,10,9
2017/10/10,50,103,26,21,16,4,8,20.1,609.2,71,3,30,0,2017,10,10
2017/10/11,48,55,33,20,14,5,7,18.6,610,84,2,24,0,2017,10,11
2017/10/12,34,54,34,19,13,5,7,18.4,609.3,76,2,17,0,2017,10,12
2017/10/13,50,60,33,18,13,5,7,17.5,610.9,95,2,7,18,2017,10,13
2017/10/14,53,64,23,17,11,6,9,18.3,610,84,2,7,0,2017,10,14
2017/10/15,37,62,22,26,9,6,7,18,609.1,91,2,15,1,2017,10,15
2017/10/16,33,46,30,16,14,6,8,17.5,607.9,91,1,10,0.1,2017,10,16
2017/10/17,37,61,49,11,17,7,10,14.9,608.1,94,3,3.2,21,2017,10,17
2017/10/18,33,96,43,31,15,6,9,15.4,609.6,76,3,27,0,2017,10,18
2017/10/19,24,84,47,25,15,9,12,15.3,610.2,70,5,30,0,2017,10,19
2017/10/20,34,89,40,20,18,6,11,14.8,609.9,81,2,16,0,2017,10,20
2017/10/21,32,77,33,7,14,6,9,15.4,611,87,2,10,0.2,2017,10,21
2017/10/22,48,90,23,14,15,4,8,15.5,609.5,87,1,17,0,2017,10,22
2017/10/23,44,62,30,15,18,5,9,18,608.6,79,1,26,0,2017,10,23
2017/10/24,52,75,33,26,15,8,11,17.6,608.6,91,1,10,0.8,2017,10,24
2017/10/25,48,74,45,34,16,7,9,13.1,609.1,96,1,4.5,12,2017,10,25
2017/10/26,36,90,62,39,19,7,9,11.8,611.1,87,3,11,0.8,2017,10,26
2017/10/27,37,113,85,39,22,8,10,12.3,611.2,96,1,3.2,1,2017,10,27
2017/10/28,49,137,74,30,22,8,10,14,611.5,90,0,14,0,2017,10,28
2017/10/29,41,138,57,49,17,7,8,15.4,610.9,67,2,30,0,2017,10,29
2017/10/30,53,113,69,55,26,10,9,13.6,610.3,80,1,13,0,2017,10,30
2017/10/31,75,130,82,36,27,11,12,12.6,612.1,88,2,10,0,2017,10,31
2017/11/1,79,142,85,24,26,11,11,15.3,614,72,3,13,0,2017,11,1
2017/11/2,68,161,45,30,21,9,7,13.8,613,66,4,16,0,2017,11,2
2017/11/3,58,91,59,46,21,9,7,10.6,611.3,68,2,10,0,2017,11,3
2017/11/4,65,99,75,53,30,10,8,14.2,610.2,70,2,17,0,2017,11,4
2017/11/5,73,128,112,35,35,14,13,12.7,612.4,86,2,17,1,2017,11,5
2017/11/6,83,168,92,29,23,12,12,12.2,614.9,60,3,20,0,2017,11,6
2017/11/7,42,169,71,45,24,7,9,12.5,614,51,2,18,0,2017,11,7
2017/11/8,56,150,84,30,24,7,12,9.4,611.8,86,1,8,0,2017,11,8
2017/11/9,78,144,67,33,18,10,13,13.4,610.9,78,1,11,0,2017,11,9
2017/11/10,93,126,85,34,21,11,11,15,612.9,74,2,7,0,2017,11,10
2017/11/11,98,131,74,36,21,12,11,15,611.3,74,1,12,0,2017,11,11
2017/11/12,69,123,58,38,23,13,10,16,610,71,2,24,0,2017,11,12
2017/11/13,74,98,68,37,23,10,12,14.9,610.3,67,2,17,0,2017,11,13
2017/11/14,65,114,73,37,21,11,11,11.4,609,76,2,8,0,2017,11,14
2017/11/15,77,120,57,31,17,10,11,15.5,608,52,2,30,0,2017,11,15
2017/11/16,69,101,37,25,15,9,8,14.2,607.9,49,2,30,0,2017,11,16
2017/11/17,66,67,76,15,21,10,11,14.4,608.8,62,2,15,0,2017,11,17
2017/11/18,68,152,51,34,16,8,8,13.7,609,59,1,30,0,2017,11,18
2017/11/19,68,103,73,11,22,10,12,17.9,608.2,62,5,30,0,2017,11,19
2017/11/20,58,137,51,29,14,8,10,17.1,607.4,68,2,28,0,2017,11,20
2017/11/21,48,94,57,10,16,6,11,14.1,609.4,80,2,6,0,2017,11,21
2017/11/22,65,108,40,10,14,5,10,16.8,608.6,60,3,30,0,2017,11,22
2017/11/23,53,94,46,12,17,10,10,12.6,609.1,83,1,7,0,2017,11,23
2017/11/24,70,108,54,12,19,9,11,16.2,608,68,2,30,0,2017,11,24
2017/11/25,54,141,39,29,15,9,9,8.7,610,81,2,9,0,2017,11,25
2017/11/26,63,89,30,25,14,8,9,5.6,611.4,87,3,9,0,2017,11,26
2017/11/27,38,73,32,30,15,10,7,5.7,611.5,86,1,4.3,0,2017,11,27
2017/11/28,53,65,38,30,18,13,9,8,611.5,96,2,0.4,0,2017,11,28
2017/11/29,68,73,60,31,22,10,12,10.2,610.5,79,2,30,0,2017,11,29
2017/11/30,42,110,45,29,16,7,8,12.2,607.9,72,3,30,0,2017,11,30
2017/12/1,39,89,52,29,16,10,7,11.3,610,64,2,25,0,2017,12,1
2017/12/2,40,76,59,31,20,10,8,12.1,610.3,65,2,23,0,2017,12,2
2017/12/3,48,93,67,24,22,9,10,13.2,609.9,65,3,30,0,2017,12,3
2017/12/4,59,129,60,31,19,9,9,11.9,610.3,58,2,30,0,2017,12,4
2017/12/5,48,127,47,31,13,8,6,12.1,609.4,59,3,30,0,2017,12,5
2017/12/6,57,82,57,30,20,13,9,11,609.5,55,3,20,0,2017,12,6
2017/12/7,60,92,54,11,17,8,11,9.1,609.7,75,1,15,0,2017,12,7
2017/12/8,60,106,72,16,19,8,12,10.9,607.7,65,2,30,0,2017,12,8
2017/12/9,57,152,104,22,25,13,17,12.5,607,48,3,30,0,2017,12,9
2017/12/10,50,166,60,25,15,9,10,9.9,609.1,70,1,14,0,2017,12,10
2017/12/11,59,119,44,25,13,9,11,8.3,610,85,0,8,0,2017,12,11
2017/12/12,57,71,38,37,13,8,11,14.1,608.3,72,2,24,0,2017,12,12
2017/12/13,69,65,55,35,20,14,13,13.1,608.9,75,1,7,0,2017,12,13
2017/12/14,80,80,59,36,22,8,11,15.7,606.7,70,3,30,0,2017,12,14
2017/12/15,59,90,64,10,17,7,11,15.6,606,64,2,30,0,2017,12,15
2017/12/16,51,126,69,12,21,8,10,14.8,606.4,58,2,30,0,2017,12,16
2017/12/17,45,145,65,11,17,7,14,14.3,607.5,64,3,30,0,2017,12,17
2017/12/18,54,150,48,34,17,6,11,11.4,609.4,71,1,30,0,2017,12,18
2017/12/19,59,89,63,39,23,9,11,5.7,613.9,75,2,9,0,2017,12,19
2017/12/20,57,106,78,47,28,10,10,8.5,611.3,83,3,8,0,2017,12,20
2017/12/21,73,138,59,36,25,8,9,4.1,614.3,77,3,8,0,2017,12,21
2017/12/22,73,119,78,35,27,9,12,6.7,614.8,53,2,26,0,2017,12,22
2017/12/23,45,135,95,50,26,9,8,4.6,615.2,53,2,16,0,2017,12,23
2017/12/24,57,174,130,39,39,13,15,8.1,610.9,43,2,25,0,2017,12,24
2017/12/25,70,191,114,28,41,12,19,13.3,607.4,40,3,30,0,2017,12,25
2017/12/26,74,173,106,23,31,12,14,8.8,607.9,65,1,30,0,2017,12,26
2017/12/27,73,178,55,32,19,14,9,4.4,611.5,81,1,30,0,2017,12,27
2017/12/28,117,130,60,32,22,10,9,12.1,609.6,48,3,12,0,2017,12,28
2017/12/29,133,131,66,23,21,7,10,10.9,610.2,44,1,4,0,2017,12,29
2017/12/30,114,141,58,13,19,8,11,10.9,610.3,78,2,8,0,2017,12,30
2017/12/31,110,138,38,24,14,8,10,10.5,610.3,67,2,12,0,2017,12,31
2018/1/1,58,83,32,21,15,8,9,12.7,610.6,61,2,30,0,2018,1,1
2018/1/2,60,69,27,21,18,6,8,8.2,612.7,65,4,12,0,2018,1,2
