,date,AQI指数,PM2.5,PM10,O3,no2,so2,co,T,Po,U,Ff,VV,RRR,year,month,day
1533,2019-08-09,110,103.0,52.0,41.0,14.0,4.0,6.0,21.6,604.7,82,2.0,16.0,0.5,2019,8,9
1534,2019-08-10,98,52.0,38.0,42.0,20.0,4.0,6.0,22.1,604.6,78,3.0,23.0,0.0,2019,8,10
1535,2019-08-11,64,71.0,65.0,44.5,25.0,6.0,9.0,22.1,605.2,81,1.0,30.0,0.0,2019,8,11
1536,2019-08-12,64,114.0,32.0,55.0,12.0,5.0,6.0,22.7,604.5,62,1.0,30.0,0.0,2019,8,12
1537,2019-08-13,97,62.0,29.0,58.0,15.0,4.0,7.0,24.8,604.8,59,2.0,29.0,0.0,2019,8,13
1538,2019-08-14,108,76.0,29.0,56.5,16.0,5.0,6.0,25.0,604.9,59,2.0,30.0,0.0,2019,8,14
1539,2019-08-15,92,67.0,61.0,56.5,23.0,4.0,9.0,21.7,606.4,76,4.0,30.0,0.0,2019,8,15
1540,2019-08-16,77,105.0,55.0,75.0,25.0,5.0,6.0,22.1,604.9,75,1.0,24.0,0.0,2019,8,16
1541,2019-08-17,75,96.0,43.0,72.0,11.0,4.0,6.0,23.2,604.2,64,1.0,28.0,0.0,2019,8,17
1542,2019-08-18,56,75.0,44.0,63.0,14.0,5.0,6.0,24.9,605.2,55,3.0,28.0,0.0,2019,8,18
1543,2019-08-19,78,75.0,28.0,43.0,11.0,3.0,4.0,24.1,604.8,65,1.0,30.0,0.0,2019,8,19
1544,2019-08-20,48,67.0,27.0,53.0,10.0,3.0,4.0,24.7,605.4,62,3.0,30.0,0.0,2019,8,20
1545,2019-08-21,61,66.0,37.0,46.0,14.0,3.0,4.0,23.4,606.2,61,2.0,25.0,0.0,2019,8,21
1546,2019-08-22,81,79.0,26.0,52.0,10.0,4.0,3.0,22.3,606.1,64,1.0,24.0,0.0,2019,8,22
1547,2019-08-23,102,73.0,33.0,64.0,16.0,5.0,4.0,18.1,607.8,96,1.0,12.0,3.0,2019,8,23
1548,2019-08-24,102,68.0,55.0,54.0,24.0,4.0,6.0,20.9,608.8,65,1.0,27.0,0.0,2019,8,24
1549,2019-08-25,44,92.0,59.0,58.0,25.0,4.0,7.0,21.4,607.6,69,1.0,19.0,0.0,2019,8,25
1550,2019-08-26,46,107.0,32.0,41.0,14.0,4.0,5.0,21.1,606.4,76,1.0,16.0,0.0,2019,8,26
1551,2019-08-27,51,72.0,17.0,37.0,9.0,3.0,4.0,23.3,605.3,76,1.0,12.0,0.0,2019,8,27
1552,2019-08-28,46,54.0,27.0,43.0,9.0,5.0,4.0,19.4,607.6,87,4.0,6.0,6.0,2019,8,28
1553,2019-08-29,36,65.0,21.0,37.0,7.0,5.0,4.0,21.1,608.6,73,1.0,30.0,0.0,2019,8,29
1554,2019-08-30,36,54.0,20.0,29.0,8.0,5.0,4.0,23.2,607.3,63,3.0,21.0,0.0,2019,8,30
1555,2019-08-31,32,57.0,15.0,30.0,8.0,4.0,3.0,18.6,608.0,71,3.0,29.0,0.0,2019,8,31
1556,2019-09-01,41,51.0,23.0,24.0,9.0,4.0,3.0,19.2,607.9,74,2.0,30.0,0.0,2019,9,1
1557,2019-09-02,35,66.0,22.0,33.0,9.0,4.0,3.0,19.5,608.2,71,3.0,26.0,0.0,2019,9,2
1558,2019-09-03,45,67.0,14.0,27.0,11.0,3.0,2.0,19.2,609.0,75,3.0,18.0,0.0,2019,9,3
1559,2019-09-04,48,37.0,27.0,21.0,18.0,4.0,4.0,20.5,607.4,66,3.0,22.0,0.0,2019,9,4
1560,2019-09-05,35,62.0,25.0,24.0,15.0,4.0,5.0,19.0,606.5,78,1.0,28.0,0.0,2019,9,5
1561,2019-09-06,34,75.0,17.0,26.0,11.0,4.0,4.0,18.3,606.3,94,1.0,4.3,2.0,2019,9,6
1562,2019-09-07,35,44.0,17.0,21.0,11.0,4.0,4.0,19.7,605.6,89,1.0,14.0,0.0,2019,9,7
1563,2019-09-08,37,41.0,14.0,16.0,10.0,4.0,4.0,23.0,605.3,66,1.0,30.0,0.0,2019,9,8
1564,2019-09-09,28,44.0,11.0,25.0,9.0,4.0,4.0,21.3,604.8,73,2.0,30.0,0.0,2019,9,9
1565,2019-09-10,33,47.0,9.0,20.0,7.0,3.0,2.0,18.5,604.4,96,3.0,3.9,45.0,2019,9,10
1566,2019-09-11,33,24.0,14.0,23.0,9.0,3.0,4.0,19.4,606.1,89,1.0,4.4,5.0,2019,9,11
1567,2019-09-12,44,37.0,15.0,30.0,9.0,4.0,5.0,19.1,609.2,87,1.0,13.0,0.3,2019,9,12
1568,2019-09-13,43,40.0,21.0,36.0,8.0,3.0,4.0,18.8,608.7,88,1.0,22.0,0.0,2019,9,13
1569,2019-09-14,54,59.0,24.0,38.0,14.0,3.0,5.0,21.4,608.0,75,1.0,30.0,0.0,2019,9,14
1570,2019-09-15,49,63.0,22.0,45.0,12.0,4.0,4.0,22.2,608.2,65,1.0,30.0,0.0,2019,9,15
1571,2019-09-16,43,65.0,31.0,43.0,13.0,5.0,5.0,19.7,608.1,72,2.0,17.0,1.0,2019,9,16
1572,2019-09-17,54,73.0,32.0,35.0,18.0,4.0,5.0,21.5,607.3,65,1.0,21.0,0.0,2019,9,17
1573,2019-09-18,38,73.0,22.0,46.0,10.0,3.0,4.0,20.8,609.3,70,1.0,28.0,0.0,2019,9,18
1574,2019-09-19,45,61.0,27.0,26.0,16.0,5.0,5.0,20.9,611.1,69,4.0,21.0,0.0,2019,9,19
1575,2019-09-20,62,64.0,15.0,39.0,6.0,4.0,3.0,19.6,610.3,79,1.0,14.0,0.0,2019,9,20
1576,2019-09-21,67,39.0,22.0,49.0,10.0,4.0,3.0,15.8,611.5,71,4.0,30.0,0.0,2019,9,21
1577,2019-09-22,79,52.0,32.0,55.0,15.0,3.0,4.0,15.9,612.4,51,4.0,30.0,0.0,2019,9,22
1578,2019-09-23,71,97.0,27.0,64.0,9.0,3.0,4.0,18.3,612.4,43,3.0,30.0,0.0,2019,9,23
1579,2019-09-24,72,76.0,35.0,62.0,9.0,3.0,5.0,14.9,613.3,77,1.0,11.0,0.0,2019,9,24
1580,2019-09-25,65,101.0,47.0,50.0,12.0,4.0,6.0,17.8,613.7,53,3.0,21.0,0.0,2019,9,25
1581,2019-09-26,80,134.0,39.0,50.0,19.0,3.0,5.0,15.4,614.4,75,2.0,7.0,0.0,2019,9,26
1582,2019-09-27,63,116.0,29.0,63.0,17.0,5.0,5.0,14.8,613.2,89,0.0,7.0,0.0,2019,9,27
1583,2019-09-28,55,82.0,42.0,56.0,23.0,5.0,5.0,13.8,612.8,87,1.0,7.0,0.0,2019,9,28
1584,2019-09-29,44,100.0,39.0,46.0,20.0,5.0,4.0,14.8,611.7,84,2.0,10.0,0.0,2019,9,29
1585,2019-09-30,40,89.0,25.0,35.0,12.0,4.0,4.0,19.2,609.9,65,1.0,20.0,0.0,2019,9,30
1586,2019-10-01,35,65.0,22.0,31.0,10.0,5.0,4.0,18.9,608.1,64,1.0,22.0,0.0,2019,10,1
1587,2019-10-02,40,60.0,15.0,29.0,8.0,5.0,4.0,19.2,607.9,68,1.0,26.0,0.0,2019,10,2
1588,2019-10-03,33,45.0,16.0,34.0,9.0,4.0,3.0,19.5,608.5,78,3.0,26.0,1.0,2019,10,3
1589,2019-10-04,43,43.0,14.0,28.0,11.0,3.0,4.0,19.3,608.5,67,1.0,30.0,0.0,2019,10,4
1590,2019-10-05,54,36.0,21.0,37.0,12.0,3.0,4.0,18.7,608.5,73,2.0,30.0,0.0,2019,10,5
1591,2019-10-06,48,63.0,26.0,43.0,15.0,4.0,4.0,15.4,610.1,91,0.0,11.0,0.7,2019,10,6
1592,2019-10-07,43,78.0,29.0,41.0,16.0,3.0,4.0,17.6,610.5,89,1.0,16.0,0.0,2019,10,7
1593,2019-10-08,40,71.0,23.0,40.0,12.0,3.0,4.0,18.0,611.0,75,2.0,14.0,0.0,2019,10,8
1594,2019-10-09,43,56.0,21.0,36.0,12.0,4.0,4.0,16.4,611.1,80,1.0,13.0,0.0,2019,10,9
1595,2019-10-10,42,52.0,18.0,35.0,13.0,5.0,4.0,18.6,608.5,61,2.0,30.0,0.0,2019,10,10
1596,2019-10-11,33,43.0,22.0,30.0,15.0,4.0,5.0,18.4,608.7,65,3.0,30.0,0.0,2019,10,11
1597,2019-10-12,34,59.0,21.0,20.0,8.0,3.0,4.0,16.1,608.5,87,2.0,26.0,0.0,2019,10,12
1598,2019-10-13,39,56.0,17.0,21.0,9.0,2.0,5.0,19.4,609.4,74,2.0,15.0,0.0,2019,10,13
1599,2019-10-14,38,44.0,16.0,25.0,10.0,2.0,6.0,17.6,611.0,79,2.0,30.0,0.0,2019,10,14
1600,2019-10-15,40,37.0,18.0,35.0,12.0,3.0,6.0,15.0,613.6,88,3.0,13.0,4.0,2019,10,15
1601,2019-10-16,41,50.0,19.0,22.0,13.0,3.0,6.0,16.1,612.7,81,2.0,18.0,0.1,2019,10,16
1602,2019-10-17,43,54.0,19.0,35.0,10.0,3.0,6.0,16.9,611.9,82,1.0,30.0,0.0,2019,10,17
1603,2019-10-18,43,44.0,20.0,35.0,13.0,4.0,6.0,14.5,612.2,88,2.0,8.0,3.0,2019,10,18
1604,2019-10-19,42,55.0,20.0,36.0,14.0,3.0,5.0,14.9,611.5,88,2.0,14.0,0.0,2019,10,19
1605,2019-10-20,34,52.0,18.0,35.0,12.0,3.0,5.0,17.0,610.6,71,2.0,28.0,0.0,2019,10,20
1606,2019-10-21,48,50.0,12.0,31.0,7.0,3.0,4.0,18.2,609.9,62,2.0,30.0,0.0,2019,10,21
1607,2019-10-22,46,43.0,22.0,40.0,15.0,5.0,5.0,18.8,607.3,60,3.0,30.0,0.0,2019,10,22
1608,2019-10-23,43,61.0,29.0,36.0,15.0,5.0,5.0,17.9,606.6,69,2.0,30.0,0.0,2019,10,23
1609,2019-10-24,39,72.0,21.0,29.0,13.0,4.0,5.0,18.4,608.1,64,2.0,17.0,0.0,2019,10,24
1610,2019-10-25,38,61.0,20.0,34.0,11.0,4.0,5.0,19.3,609.7,58,2.0,30.0,0.0,2019,10,25
1611,2019-10-26,38,56.0,20.0,33.0,8.0,4.0,5.0,17.3,610.5,72,1.0,30.0,0.0,2019,10,26
1612,2019-10-27,47,53.0,22.0,31.0,9.0,5.0,6.0,18.6,610.4,69,3.0,30.0,0.0,2019,10,27
1613,2019-10-28,65,65.0,23.0,36.0,12.0,4.0,4.0,18.6,606.5,69,3.0,20.0,0.0,2019,10,28
1614,2019-10-29,53,66.0,45.0,36.0,22.0,5.0,5.0,16.5,611.8,61,3.0,30.0,0.0,2019,10,29
1615,2019-10-30,60,83.0,39.0,36.0,21.0,5.0,4.0,13.8,611.2,60,2.0,28.0,0.0,2019,10,30
1616,2019-10-31,57,63.0,49.0,39.0,20.0,5.0,5.0,15.2,611.0,77,1.0,13.0,0.0,2019,10,31
1617,2019-11-01,54,57.0,47.0,34.0,17.0,6.0,6.0,15.9,610.5,52,3.0,30.0,0.0,2019,11,1
1618,2019-11-02,48,88.0,46.0,37.0,15.0,5.0,5.0,16.7,610.1,63,1.0,27.0,0.0,2019,11,2
1619,2019-11-03,37,98.0,35.0,23.0,12.0,2.0,5.0,15.2,610.2,76,1.0,24.0,0.0,2019,11,3
1620,2019-11-04,42,80.0,26.0,25.0,10.0,3.0,4.0,13.7,610.9,87,0.0,8.0,0.0,2019,11,4
1621,2019-11-05,50,52.0,18.0,31.0,9.0,4.0,4.0,13.8,610.5,92,1.0,8.0,0.6,2019,11,5
1622,2019-11-06,51,37.0,33.0,24.0,10.0,3.0,5.0,13.6,607.6,83,2.0,27.0,3.0,2019,11,6
1623,2019-11-07,48,95.0,36.0,28.0,14.0,3.0,6.0,14.8,607.3,71,2.0,22.0,0.0,2019,11,7
1624,2019-11-08,40,84.0,36.0,31.0,14.0,3.0,5.0,14.6,610.3,75,0.0,18.0,0.0,2019,11,8
1625,2019-11-09,38,81.0,28.0,14.0,12.0,4.0,7.0,14.5,610.6,70,1.0,19.0,0.0,2019,11,9
1626,2019-11-10,46,71.0,24.0,20.0,10.0,4.0,7.0,17.2,609.4,64,2.0,30.0,0.0,2019,11,10
1627,2019-11-11,51,50.0,29.0,25.0,13.0,4.0,7.0,11.9,610.6,90,1.0,5.0,0.2,2019,11,11
1628,2019-11-12,60,68.0,37.0,18.0,14.0,4.0,7.0,15.8,608.2,82,2.0,28.0,0.0,2019,11,12
1629,2019-11-13,60,91.0,40.0,21.0,12.0,4.0,7.0,14.9,609.0,81,2.0,12.0,0.0,2019,11,13
1630,2019-11-14,52,96.0,31.0,35.0,14.0,4.0,6.0,13.0,609.2666666666668,66,4.0,30.0,0.0,2019,11,14
1631,2019-11-15,56,59.0,26.0,37.0,12.0,4.0,4.0,10.0,611.4,92,0.0,3.4,0.0,2019,11,15
1632,2019-11-16,52,50.0,31.0,39.0,16.0,5.0,5.0,15.9,607.9,62,2.0,28.0,0.0,2019,11,16
1633,2019-11-17,50,58.0,40.0,18.0,12.0,4.0,6.0,17.3,606.4,48,2.0,30.0,0.0,2019,11,17
1634,2019-11-18,47,106.0,31.0,36.0,11.0,3.0,5.0,17.2,607.9,56,1.0,30.0,0.0,2019,11,18
1635,2019-11-19,56,66.0,25.0,32.0,10.0,3.0,4.0,11.7,612.3,78,2.0,7.0,0.0,2019,11,19
1636,2019-11-20,54,51.0,33.0,34.0,15.0,5.0,5.0,13.4,610.0,65,2.0,30.0,0.0,2019,11,20
1637,2019-11-21,61,67.0,26.0,34.0,13.0,5.0,5.0,13.7,609.8,60,1.0,30.0,0.0,2019,11,21
1638,2019-11-22,53,58.0,33.0,34.0,14.0,5.0,6.0,12.3,610.0,61,2.0,23.0,0.0,2019,11,22
1639,2019-11-23,64,66.0,37.0,36.0,17.0,4.0,5.0,10.7,608.5,73,2.0,21.0,0.0,2019,11,23
1640,2019-11-24,48,69.0,49.0,20.0,16.0,5.0,6.0,14.7,608.6,51,2.0,24.0,0.0,2019,11,24
1641,2019-11-25,53,118.0,31.0,28.0,9.0,5.0,5.0,14.4,610.4,49,2.0,30.0,0.0,2019,11,25
1642,2019-11-26,50,68.0,26.0,33.0,11.0,4.0,5.0,11.5,611.1,88,1.0,30.0,0.0,2019,11,26
1643,2019-11-27,43,69.0,33.0,30.0,12.0,4.0,5.0,15.4,609.8,61,2.0,30.0,0.0,2019,11,27
1644,2019-11-28,42,92.0,24.0,31.0,7.0,4.0,5.0,14.7,611.0,55,2.0,30.0,0.0,2019,11,28
1645,2019-11-29,54,51.0,24.0,28.0,7.0,4.0,5.0,15.4,610.4,56,3.0,30.0,0.0,2019,11,29
1646,2019-11-30,49,50.0,25.0,29.0,11.0,4.0,6.0,14.4,609.4,49,2.0,28.0,0.0,2019,11,30
1647,2019-12-01,48,68.0,28.0,9.0,9.0,3.0,8.0,14.3,608.6,51,1.0,30.0,0.0,2019,12,1
1648,2019-12-02,63,80.0,25.0,9.0,11.0,3.0,8.0,11.7,611.0,59,4.0,11.0,0.0,2019,12,2
1649,2019-12-03,30,77.0,36.0,12.0,10.0,3.0,8.0,6.0,612.4,79,2.0,6.0,0.0,2019,12,3
1650,2019-12-04,65,112.0,19.0,22.0,8.0,6.0,5.0,7.4,612.1,90,2.0,8.0,1.0,2019,12,4
1651,2019-12-05,74,61.0,45.0,21.0,20.0,7.0,7.0,6.7,613.5,90,2.0,3.5,2.0,2019,12,5
1652,2019-12-06,69,112.0,58.0,33.0,24.0,5.0,7.0,6.7000000000000055,612.6666666666666,88,1.0,12.0,0.5,2019,12,6
1653,2019-12-07,72,127.0,57.0,35.0,26.0,6.0,6.0,7.050000000000008,614.6,89,1.0,7.0,0.0,2019,12,7
1654,2019-12-08,79,108.0,54.0,21.0,26.0,7.0,6.0,6.7,612.7,68,2.0,21.0,0.0,2019,12,8
1655,2019-12-09,66,105.0,61.0,35.0,25.333333333333332,8.0,8.0,3.9,611.8,75,1.0,16.0,0.0,2019,12,9
1656,2019-12-10,59,115.0,50.0,27.0,23.0,4.0,6.0,7.1,610.0,66,2.0,9.0,0.0,2019,12,10
1657,2019-12-11,69,103.0,37.0,26.0,17.0,4.0,5.0,6.6,608.4,64,1.0,21.0,0.0,2019,12,11
1658,2019-12-12,69,83.0,43.0,30.0,23.0,6.0,6.0,8.2,609.1,66,1.0,24.0,0.0,2019,12,12
1659,2019-12-13,55,85.0,44.0,29.0,22.0,7.0,7.0,7.4,609.7,67,1.0,20.0,0.0,2019,12,13
1660,2019-12-14,61,83.0,36.0,32.0,15.0,5.0,5.0,9.2,611.1,65,1.0,28.0,0.0,2019,12,14
1661,2019-12-15,62,68.0,33.0,30.0,17.0,4.0,5.0,12.7,609.7,47,2.0,25.0,0.0,2019,12,15
1662,2019-12-16,63,68.0,32.0,30.0,15.0,6.0,5.0,13.7,609.4,42,3.0,30.0,0.0,2019,12,16
1663,2019-12-17,64,64.0,41.0,28.0,18.0,5.0,5.0,10.2,609.6,42,1.0,30.0,0.0,2019,12,17
1664,2019-12-18,58,76.0,44.0,32.0,18.0,5.0,6.0,14.3,609.1,34,3.0,30.0,0.0,2019,12,18
1665,2019-12-19,52,88.0,38.0,28.0,16.0,5.0,5.0,12.3,609.8,39,2.0,30.0,0.0,2019,12,19
1666,2019-12-20,54,64.0,26.0,27.0,11.0,4.0,5.0,12.6,608.8,49,2.0,30.0,0.0,2019,12,20
1667,2019-12-21,48,48.0,29.0,29.0,11.0,4.0,5.0,12.5,607.8,47,2.0,30.0,0.0,2019,12,21
1668,2019-12-22,56,50.0,23.0,30.0,11.0,3.0,4.0,13.6,607.6,46,2.0,30.0,0.0,2019,12,22
1669,2019-12-23,54,46.0,36.0,29.0,15.0,5.0,6.0,14.0,606.4,42,3.0,30.0,0.0,2019,12,23
1670,2019-12-24,74,56.0,26.0,32.0,9.0,4.0,5.0,13.6,608.3,37,3.0,30.0,0.0,2019,12,24
1671,2019-12-25,59,55.0,56.0,16.0,19.0,5.0,8.0,14.6,607.6,35,4.0,30.0,0.0,2019,12,25
1672,2019-12-26,37,125.0,43.0,28.0,13.0,4.0,7.0,13.3,607.3,42,2.0,30.0,0.0,2019,12,26
1673,2019-12-27,45,102.0,20.0,24.0,12.0,4.0,6.0,6.5,610.7,77,2.0,7.0,0.0,2019,12,27
1674,2019-12-28,66,55.0,23.0,37.0,12.0,4.0,4.0,9.1,609.1,85,2.0,11.0,1.0,2019,12,28
1675,2019-12-31,37,55.0,23.0,25.0,9.0,4.0,6.0,7.8,610.3,59,2.0,23.0,0.0,2019,12,31
1676,2020-01-01,40,60.0,23.0,26.0,9.0,3.0,6.0,8.9,612.2,61,1.0,21.0,0.0,2020,1,1
1677,2020-01-02,45,53.0,27.0,24.0,13.0,4.0,5.0,12.9,613.1,62,3.0,30.0,0.0,2020,1,2
1678,2020-01-03,55,58.0,43.0,21.0,15.0,5.0,5.0,13.2,613.3,55,2.0,30.0,0.0,2020,1,3
1679,2020-01-04,48,64.0,14.0,16.0,15.0,4.0,5.0,13.3,612.9,64,1.0,23.0,0.0,2020,1,4
1680,2020-01-05,34,46.0,13.0,30.0,7.0,2.0,3.0,14.0,611.6,62,1.0,30.0,0.0,2020,1,5
1681,2020-01-06,48,32.0,30.0,31.0,15.0,5.0,5.0,9.2,609.8,90,2.0,20.0,19.0,2020,1,6
1682,2020-01-07,53,63.0,31.0,31.0,15.0,3.0,5.0,9.3,608.7,95,2.0,3.6,23.0,2020,1,7
1683,2020-01-08,51,70.0,28.0,31.0,12.0,4.0,5.0,13.4,608.5,40,4.0,30.0,1.0,2020,1,8
1684,2020-01-09,42,61.0,33.0,30.0,11.0,3.0,5.0,14.0,609.4,55,4.0,30.0,0.0,2020,1,9
1685,2020-01-10,40,68.0,21.0,33.0,12.0,5.0,5.0,14.1,608.5,52,2.0,30.0,0.0,2020,1,10
1686,2020-01-11,58,55.0,33.0,34.0,18.0,5.0,7.0,15.0,607.9,45,3.0,30.0,0.0,2020,1,11
1687,2020-01-12,54,74.0,26.0,33.0,12.0,4.0,6.0,13.5,607.4,55,1.0,30.0,0.0,2020,1,12
1688,2020-01-13,41,61.0,25.0,34.0,10.0,4.0,6.0,9.1,608.2,43,1.0,30.0,0.0,2020,1,13
1689,2020-01-14,38,58.0,23.0,31.0,7.0,4.0,5.0,12.4,607.5,36,3.0,30.0,0.0,2020,1,14
1690,2020-01-15,40,49.0,21.0,33.0,8.0,5.0,5.0,13.8,606.4,45,3.0,30.0,0.0,2020,1,15
1691,2020-01-16,37,54.0,21.0,34.0,6.0,4.0,2.0,14.8,605.8,42,3.0,30.0,0.0,2020,1,16
1692,2020-01-17,38,52.0,16.0,33.0,4.0,4.0,2.0,14.9,606.5,35,5.0,30.0,0.0,2020,1,17
1693,2020-01-18,41,40.0,28.0,36.0,12.0,4.0,3.0,13.7,608.6,35,2.0,30.0,0.0,2020,1,18
1694,2020-01-19,41,63.0,19.0,35.0,5.0,3.0,2.0,14.9,608.2,35,3.0,30.0,0.0,2020,1,19
1695,2020-01-20,42,54.0,19.0,36.0,2.0,4.0,2.0,14.0,607.7,29,2.0,30.0,0.0,2020,1,20
1696,2020-01-21,42,53.0,21.0,36.0,6.0,4.0,2.0,14.2,608.5,30,4.0,30.0,0.0,2020,1,21
1697,2020-01-22,40,57.0,16.0,34.0,2.0,4.0,2.0,14.2,608.5,34,4.0,30.0,0.0,2020,1,22
1698,2020-01-23,46,49.0,21.0,40.0,1.0,4.0,3.0,14.1,609.0,41,3.0,30.0,0.0,2020,1,23
1699,2020-01-24,30,60.0,26.0,25.0,3.0,5.0,6.0,15.0,607.9,29,3.0,30.0,0.0,2020,1,24
1700,2020-01-25,46,66.0,22.0,39.0,4.0,5.0,5.0,14.1,607.0,31,3.0,30.0,0.0,2020,1,25
1701,2020-01-26,46,83.0,25.0,40.0,3.0,3.0,4.0,12.6,606.9,44,4.0,16.0,0.0,2020,1,26
1702,2020-01-27,43,73.0,28.0,38.0,4.0,3.0,4.0,3.6,608.8,85,2.0,15.0,1.0,2020,1,27
1703,2020-01-28,40,80.0,23.0,17.0,3.0,4.0,6.0,6.1,606.4,69,2.0,24.0,0.0,2020,1,28
1704,2020-01-29,39,71.0,24.0,34.0,2.0,3.0,4.0,10.7,604.7,46,3.0,30.0,0.0,2020,1,29
1705,2020-01-30,45,70.0,27.0,38.0,2.0,3.0,5.0,8.8,607.3,59,1.0,25.0,0.0,2020,1,30
1706,2020-01-31,45,75.0,26.0,38.0,2.0,4.0,5.0,6.4,610.0,81,3.0,17.0,0.0,2020,1,31
1707,2020-02-01,47,75.0,26.0,40.0,3.0,5.0,4.0,9.7,607.5,54,3.0,26.0,0.0,2020,2,1
1708,2020-02-02,48,75.0,21.0,41.0,3.0,3.0,4.0,11.4,607.6,56,3.0,26.0,0.0,2020,2,2
1709,2020-02-03,50,65.0,24.0,43.0,5.0,4.0,5.0,11.9,607.6,43,3.0,30.0,0.0,2020,2,3
1710,2020-02-04,59,84.0,26.0,48.0,4.0,3.0,4.0,12.9,608.5,42,3.0,30.0,0.0,2020,2,4
1711,2020-02-05,48,74.0,24.0,41.0,1.0,6.0,3.0,12.5,608.2,37,2.0,30.0,0.0,2020,2,5
1712,2020-02-06,57,63.0,29.0,47.0,4.0,3.0,4.0,13.0,608.0,31,2.0,30.0,0.0,2020,2,6
1713,2020-02-07,53,80.0,31.0,41.0,4.0,4.0,5.0,13.8,605.6,37,3.0,30.0,0.0,2020,2,7
1714,2020-02-08,55,88.0,25.0,21.0,5.0,3.0,7.0,13.2,607.9,36,2.0,30.0,0.0,2020,2,8
1715,2020-02-09,43,79.0,21.0,37.0,3.0,3.0,6.0,14.0,609.5,41,2.0,30.0,0.0,2020,2,9
1716,2020-02-10,50,60.0,21.0,41.0,3.0,4.0,4.0,12.0,611.9,67,0.0,27.0,0.2,2020,2,10
1717,2020-02-11,49,64.0,20.0,43.0,5.0,4.0,4.0,9.7,610.7,82,1.0,14.0,0.0,2020,2,11
1718,2020-02-12,53,59.0,21.0,44.0,3.0,4.0,4.0,12.2,608.3,67,3.0,23.0,8.0,2020,2,12
1719,2020-02-13,65,60.0,36.0,54.0,3.0,3.0,4.0,13.4,608.7,42,3.0,30.0,0.0,2020,2,13
1720,2020-02-14,48,73.0,35.0,38.0,5.0,7.0,6.0,13.8,607.6,39,2.0,30.0,0.0,2020,2,14
1721,2020-02-15,53,96.0,36.0,29.0,4.0,5.0,7.0,14.0,605.5,41,2.0,30.0,0.0,2020,2,15
1722,2020-02-16,60,104.0,39.0,23.0,5.0,5.0,6.0,15.1,604.8,38,2.0,30.0,0.0,2020,2,16
1723,2020-02-17,69,108.0,40.0,30.0,5.0,3.0,5.0,11.0,608.5,59,4.0,19.0,0.0,2020,2,17
1724,2020-02-18,54,115.0,33.0,43.0,4.0,2.0,5.0,5.7,610.4,84,0.0,9.0,0.0,2020,2,18
1725,2020-02-19,58,109.0,35.0,47.0,4.0,4.0,3.0,5.2,612.6,76,3.0,10.0,0.0,2020,2,19
1726,2020-02-20,68,98.0,43.0,52.0,8.0,2.0,4.0,8.6,609.7,85,4.0,6.0,0.0,2020,2,20
1727,2020-02-21,63,122.0,41.0,48.0,4.0,3.0,5.0,14.3,609.6,44,3.0,22.0,0.0,2020,2,21
1728,2020-02-22,65,117.0,40.0,52.0,4.0,3.0,5.0,15.7,610.5,39,2.0,27.0,0.0,2020,2,22
1729,2020-02-23,58,111.0,31.0,49.0,4.0,3.0,5.0,16.2,613.0,52,2.0,22.0,0.0,2020,2,23
1730,2020-02-24,57,84.0,27.0,48.0,3.0,2.0,3.0,16.5,612.5,50,2.0,21.0,0.0,2020,2,24
1731,2020-02-25,61,77.0,36.0,49.0,4.0,3.0,5.0,16.2,610.3,55,3.0,17.0,0.0,2020,2,25
1732,2020-02-26,78,101.0,53.0,66.0,6.0,4.0,6.0,14.5,608.9,55,4.0,27.0,0.0,2020,2,26
1733,2020-02-27,59,142.0,42.0,47.0,7.0,3.0,6.0,16.9,608.7,38,4.0,30.0,0.0,2020,2,27
1734,2020-02-28,60,114.0,34.0,46.0,5.0,4.0,4.0,17.0,609.4,44,2.0,23.0,0.0,2020,2,28
1735,2020-02-29,54,94.0,21.0,42.0,6.0,3.0,2.0,17.5,608.5,51,4.0,14.0,0.0,2020,2,29
1736,2020-03-01,56,61.0,28.0,44.0,10.0,3.0,3.0,14.4,607.6,57,3.0,18.0,2.0,2020,3,1
1737,2020-03-02,52,69.0,22.0,32.0,9.0,2.0,2.0,15.7,607.2,40,3.0,30.0,0.0,2020,3,2
1738,2020-03-03,46,73.0,24.0,28.0,9.0,3.0,3.0,18.2,607.0,28,4.0,30.0,0.0,2020,3,3
1739,2020-03-04,50,69.0,37.0,42.0,7.0,4.0,4.0,17.8,607.2,34,3.0,30.0,0.0,2020,3,4
1740,2020-03-05,49,91.0,33.0,39.0,6.0,4.0,3.0,9.6,608.8,86,1.0,30.0,3.0,2020,3,5
1741,2020-03-06,48,82.0,19.0,38.0,5.0,2.0,2.0,12.9,608.3,71,3.0,14.0,0.1,2020,3,6
1742,2020-03-07,47,57.0,24.0,38.0,5.0,2.0,2.0,16.0,606.9,42,3.0,26.0,0.0,2020,3,7
1743,2020-03-08,47,54.0,23.0,39.0,6.0,2.0,2.0,16.6,607.3,39,4.0,30.0,0.0,2020,3,8
1744,2020-03-09,69,60.0,46.0,28.0,11.0,4.0,5.0,18.2,606.1,30,3.3333333333333335,30.0,0.0,2020,3,9
1745,2020-03-10,67,119.0,53.0,49.0,12.0,2.0,6.0,18.5,603.6,26,3.5,30.0,0.0,2020,3,10
1746,2020-03-11,58,118.0,36.0,48.0,7.0,4.0,3.0,17.9,605.8,29,3.0,30.0,0.0,2020,3,11
