,date,AQI指数,PM2.5,PM10,O3,no2,so2,co,T,Po,U,Ff,VV,RRR,year,month,day
543,2016-11-16,64,63.0,65.0,40.0,15.0,7.5,7.0,13.0,610.3,57,0.0,26.0,0.0,2016,11,16
544,2016-11-17,61,90.0,53.0,39.0,19.0,7.0,7.0,16.4,609.5,54,3.0,30.0,0.0,2016,11,17
545,2016-11-18,66,66.0,86.0,38.0,21.0,11.0,7.0,10.8,608.5,83,2.0,16.0,0.0,2016,11,18
546,2016-11-19,58,84.0,73.0,40.0,19.0,11.0,8.0,13.6,608.4,52,3.0,22.0,0.0,2016,11,19
547,2016-11-20,78,90.0,70.0,43.0,21.0,9.666666666666666,8.0,10.7,608.4,71,1.0,26.0,0.0,2016,11,20
548,2016-11-21,72,95.0,74.0,50.0,22.0,11.0,8.0,11.9,607.7,69,2.0,14.0,0.0,2016,11,21
549,2016-11-22,76,100.0,76.0,43.0,21.0,10.0,7.0,12.3,608.2,61,2.0,17.0,0.0,2016,11,22
550,2016-11-23,76,104.0,68.0,45.333333333333336,17.0,8.0,6.0,11.6,610.2,61,3.0,11.0,0.0,2016,11,23
551,2016-11-24,77,91.0,43.0,38.0,15.0,9.0,6.0,13.6,608.2,58,3.0,30.0,0.0,2016,11,24
552,2016-11-25,66,60.0,72.0,33.0,17.0,9.0,5.0,14.4,607.0,57,2.0,30.0,0.0,2016,11,25
553,2016-11-26,53,98.0,82.0,27.0,22.0,9.0,7.0,5.9,610.9,96,1.0,6.0,0.0,2016,11,26
554,2016-11-27,71,89.0,65.66666666666667,32.666666666666664,20.0,10.0,8.0,11.2,609.1,82,2.0,10.0,0.0,2016,11,27
555,2016-11-28,86,101.0,30.0,25.0,16.0,7.0,6.0,11.8,609.7,95,0.0,4.4,2.0,2016,11,28
556,2016-11-29,75,59.0,31.0,13.0,17.0,5.0,5.0,10.6,611.8,97,2.0,3.2,3.0,2016,11,29
557,2016-11-30,44,68.0,49.0,11.0,18.0,7.0,7.0,7.6,614.1,88,2.0,9.0,0.0,2016,11,30
558,2016-12-01,37,98.0,40.0,19.0,15.0,7.0,6.0,10.2,612.0,95,2.0,9.0,0.1,2016,12,1
559,2016-12-02,51,78.0,39.0,27.0,13.0,8.0,4.0,11.5,611.2,86,1.0,30.0,0.0,2016,12,2
560,2016-12-03,45,65.0,68.0,30.0,18.0,9.0,8.0,9.9,611.7,83,2.0,13.0,0.0,2016,12,3
561,2016-12-04,49,83.0,49.0,32.0,15.333333333333334,11.0,10.0,10.3,611.6,75,2.0,16.0,0.0,2016,12,4
562,2016-12-05,68,122.0,69.0,42.0,21.0,8.0,4.0,9.2,613.2,91,2.0,7.0,0.0,2016,12,5
563,2016-12-06,83,107.0,68.5,29.0,19.5,9.0,11.0,6.8,612.4,91,1.0,10.0,0.0,2016,12,6
564,2016-12-07,69,146.0,69.0,44.0,21.0,9.333333333333334,13.0,6.6,611.8,95,0.0,4.2,0.0,2016,12,7
565,2016-12-08,96,156.0,69.0,33.0,21.0,11.0,12.0,7.0,610.3,94,0.0,3.2,0.0,2016,12,8
566,2016-12-09,109,145.0,5.47506334945865,32.0,5.47506334945865,10.0,10.0,11.0,607.9,75,2.0,13.0,0.0,2016,12,9
567,2016-12-10,112,138.0,72.0,37.0,17.0,11.0,6.0,9.2,607.6,89,2.0,3.7,0.0,2016,12,10
568,2016-12-11,101,99.0,57.0,37.0,18.0,9.0,5.0,11.4,605.3,47,1.0,30.0,0.0,2016,12,11
569,2016-12-12,75,65.0,76.0,35.0,24.0,10.0,7.0,11.5,606.5,66,1.0,8.0,0.0,2016,12,12
570,2016-12-13,61,114.0,67.0,64.0,21.0,11.0,9.0,12.6,608.6,66,2.0,16.0,0.0,2016,12,13
571,2016-12-14,71,95.0,67.0,17.0,20.0,7.0,10.0,11.1,610.2,73,2.0,10.0,0.0,2016,12,14
572,2016-12-15,71,115.0,55.0,24.0,15.0,7.0,11.0,9.6,612.5,79,2.0,10.0,0.0,2016,12,15
573,2016-12-16,65,95.0,45.0,29.0,10.0,7.0,9.0,9.1,611.8,85,1.0,10.0,0.0,2016,12,16
574,2016-12-17,54,66.0,43.0,29.0,11.0,6.0,8.0,12.6,608.8,64,2.0,30.0,0.0,2016,12,17
575,2016-12-18,46,55.0,43.0,29.0,13.0,7.0,8.0,13.5,607.9,63,4.0,30.0,0.0,2016,12,18
576,2016-12-19,46,58.0,42.0,26.0,12.0,9.0,6.0,13.8,607.7,55,2.0,30.0,0.0,2016,12,19
577,2016-12-20,51,58.0,65.0,29.0,21.0,7.333333333333333,9.0,12.3,607.4,63,2.0,30.0,0.0,2016,12,20
578,2016-12-21,49,85.0,82.0,19.0,21.0,11.0,9.0,12.8,611.1,66,1.0,15.0,0.0,2016,12,21
579,2016-12-22,71,138.0,59.0,31.0,16.0,10.0,9.0,11.4,610.6,83,1.0,4.1,0.0,2016,12,22
580,2016-12-23,70,93.0,43.0,35.0,9.0,6.0,5.0,13.3,607.6,64,3.0,29.0,0.0,2016,12,23
581,2016-12-24,61,55.0,44.0,36.0,9.0,6.0,6.0,13.7,607.0,62,4.0,30.0,0.0,2016,12,24
582,2016-12-25,46,59.0,66.0,41.0,17.0,9.0,10.0,14.7,607.9,53,3.0,30.0,0.0,2016,12,25
583,2016-12-26,47,90.0,53.0,21.0,15.0,8.0,9.0,12.6,610.0,65,2.0,18.0,0.0,2016,12,26
584,2016-12-27,64,93.0,63.0,34.0,19.0,6.0,11.0,4.0,611.2,80,3.0,6.0,0.0,2016,12,27
585,2016-12-28,49,99.0,80.0,47.0,22.0,11.0,12.0,7.6,611.3,84,1.0,8.0,0.0,2016,12,28
586,2016-12-29,62,120.0,59.0,42.0,20.0,11.0,12.0,7.3,610.9,83,1.0,19.0,0.0,2016,12,29
587,2016-12-30,72,92.0,66.0,37.0,20.0,9.333333333333334,10.0,10.5,611.2,72,3.0,19.0,0.0,2016,12,30
588,2017-01-01,64,92.0,70.0,25.0,19.0,11.0,10.0,9.0,611.2,78,0.0,12.0,0.0,2017,1,1
589,2017-01-02,60,110.0,34.0,15.0,17.0,6.0,8.0,12.6,611.9,74,2.0,12.0,0.0,2017,1,2
590,2017-01-03,80,70.0,29.0,28.0,13.0,5.0,6.0,9.2,611.8,86,3.0,10.0,5.0,2017,1,3
591,2017-01-04,47,47.0,42.0,25.0,12.0,8.0,6.0,7.8,610.4,86,1.0,11.0,0.2,2017,1,4
592,2017-01-05,45,75.0,52.0,20.0,14.0,7.0,8.0,10.1,609.0,72,2.0,30.0,0.0,2017,1,5
593,2017-01-06,47,83.0,65.0,33.0,14.0,7.0,10.0,8.5,607.9,93,2.0,13.0,2.0,2017,1,6
594,2017-01-07,60,106.0,61.0,35.0,15.0,8.0,6.0,10.9,607.1,59,3.0,30.0,0.0,2017,1,7
595,2017-01-08,59,92.0,56.0,31.0,14.0,8.0,6.0,12.2,607.0,40,3.0,30.0,0.0,2017,1,8
596,2017-01-09,61,80.0,48.0,31.0,14.0,9.0,6.0,11.9,607.3,53,3.0,30.0,0.0,2017,1,9
597,2017-01-10,61,69.0,72.0,22.0,19.0,9.0,9.0,10.1,607.7,68,2.0,15.0,0.0,2017,1,10
598,2017-01-11,63,98.0,53.0,31.0,16.0,8.0,7.0,13.9,606.9,63,3.0,30.0,0.0,2017,1,11
599,2017-01-12,73,73.0,62.0,33.0,17.0,8.0,7.0,12.6,606.1,61,2.0,30.0,0.0,2017,1,12
600,2017-01-13,64,89.0,40.0,36.0,12.0,6.0,4.0,13.2,605.8,51,3.0,30.0,0.0,2017,1,13
601,2017-01-14,62,54.0,62.0,38.0,18.0,9.0,6.0,13.1,607.1,36,3.0,30.0,0.0,2017,1,14
602,2017-01-15,52,83.0,40.0,35.0,12.0,6.0,5.0,11.9,608.5,41,3.0,30.0,0.0,2017,1,15
603,2017-01-16,63,89.0,52.0,36.0,13.0,6.0,6.0,13.3,607.6,44,4.0,30.0,0.0,2017,1,16
604,2017-01-17,52,69.0,48.0,37.0,14.0,6.0,6.0,12.9,608.8,55,2.0,30.0,0.0,2017,1,17
605,2017-01-18,55,63.0,54.0,39.0,15.0,8.0,6.0,14.3,609.8,45,4.0,30.0,0.0,2017,1,18
606,2017-01-19,53,72.0,57.0,40.0,16.0,7.0,6.0,13.3,609.7,45,1.0,30.0,0.0,2017,1,19
607,2017-01-20,59,76.0,53.0,38.0,14.0,6.0,6.0,13.6,608.9,39,4.0,30.0,0.0,2017,1,20
608,2017-01-21,58,75.0,58.0,37.0,13.0,7.0,7.0,13.2,611.5,37,2.0,30.0,0.0,2017,1,21
609,2017-01-22,53,95.0,46.0,38.0,11.0,7.0,7.0,13.7,610.5,45,4.0,30.0,0.0,2017,1,22
610,2017-01-23,58,70.0,35.0,37.0,6.0,6.0,5.0,14.1,610.0,55,3.0,30.0,0.0,2017,1,23
611,2017-01-24,50,58.0,54.0,39.0,11.0,7.0,6.0,13.3,610.9,54,2.0,30.0,0.0,2017,1,24
612,2017-01-25,41,97.0,43.0,38.0,11.0,7.0,7.0,13.4,612.9,61,3.0,23.0,0.0,2017,1,25
613,2017-01-26,53,80.0,46.0,35.0,8.0,8.0,5.0,14.4,609.8,48,4.0,30.0,0.0,2017,1,26
614,2017-01-27,47,77.0,44.0,33.0,3.0,9.0,4.0,12.2,609.3,64,3.0,30.0,0.0,2017,1,27
615,2017-01-28,50,82.0,36.0,43.0,6.0,8.0,5.0,14.9,606.2,47,4.0,30.0,0.0,2017,1,28
616,2017-01-29,52,65.0,45.0,45.0,12.0,5.0,4.0,11.3,609.0,52,2.0,30.0,0.0,2017,1,29
617,2017-01-30,48,77.0,38.0,38.0,5.0,5.0,5.0,13.9,608.4,39,4.0,30.0,0.0,2017,1,30
618,2017-01-31,50,59.0,42.0,42.0,12.0,7.0,5.0,12.4,608.6,61,1.0,30.0,0.0,2017,1,31
619,2017-02-01,43,76.0,40.0,44.0,9.0,6.0,6.0,13.8,610.3,43,3.0,30.0,0.0,2017,2,1
620,2017-02-02,47,70.0,38.0,41.0,12.0,6.0,6.0,12.4,609.4,56,2.0,30.0,0.0,2017,2,2
621,2017-02-03,49,65.0,53.0,41.0,17.0,6.333333333333333,6.0,10.5,607.2,50,2.0,30.0,0.0,2017,2,3
622,2017-02-04,47,86.0,62.0,41.0,17.0,10.0,7.0,13.9,608.6,45,3.0,19.0,0.0,2017,2,4
623,2017-02-05,52,86.0,60.0,46.0,14.0,8.0,7.0,16.1,605.7,34,4.0,30.0,0.0,2017,2,5
624,2017-02-06,57,93.0,49.0,44.0,8.0,7.0,6.0,17.7,603.7,26,4.0,30.0,0.0,2017,2,6
625,2017-02-07,55,79.0,72.0,38.0,18.0,11.0,7.0,15.4,604.9,35,4.0,30.0,0.0,2017,2,7
626,2017-02-08,51,133.0,73.0,23.0,20.0,6.0,8.0,11.7,608.1,64,2.0,9.0,0.0,2017,2,8
627,2017-02-09,63,139.0,67.0,20.0,16.0,7.0,6.0,12.2,606.1,68,2.0,6.0,0.0,2017,2,9
628,2017-02-10,72,121.0,55.0,17.0,15.0,6.0,5.0,7.8,608.4,79,2.0,7.0,0.0,2017,2,10
629,2017-02-11,60,103.0,60.0,44.0,14.0,7.0,4.0,6.3,611.5,81,3.0,6.0,0.0,2017,2,11
630,2017-02-12,55,112.0,57.0,48.0,12.0,6.0,3.0,13.2,610.7,55,2.0,21.0,0.0,2017,2,12
631,2017-02-13,59,89.0,54.0,48.0,9.0,8.0,3.0,13.7,610.5,46,2.0,29.0,0.0,2017,2,13
632,2017-02-14,57,93.0,56.0,38.0,11.0,6.0,8.0,14.1,611.8,45,3.0,25.0,0.0,2017,2,14
633,2017-02-15,55,108.0,50.0,46.0,10.0,8.0,7.0,10.8,611.2,74,4.0,13.0,0.0,2017,2,15
634,2017-02-16,58,84.0,67.0,51.0,15.0,9.0,10.0,14.6,609.3,36,3.0,30.0,0.0,2017,2,16
635,2017-02-17,54,93.0,78.0,48.0,19.0,8.0,10.0,15.3,609.5,45,0.0,28.0,0.0,2017,2,17
636,2017-02-18,68,108.0,54.0,48.0,10.0,7.0,7.0,15.7,609.4,47,3.0,30.0,0.0,2017,2,18
637,2017-02-19,67,86.0,55.0,45.0,10.0,6.0,7.0,16.8,605.2,42,3.0,28.0,0.0,2017,2,19
638,2017-02-20,59,84.0,61.0,51.0,10.0,6.0,8.0,13.8,604.8,65,3.0,10.0,0.0,2017,2,20
639,2017-02-21,61,103.0,62.0,54.0,10.0,6.0,7.0,15.8,606.4,48,3.0,17.0,0.0,2017,2,21
640,2017-02-22,65,98.0,69.0,54.0,15.0,8.0,7.0,17.6,606.5,35,3.0,21.0,0.0,2017,2,22
641,2017-02-23,66,102.0,74.0,21.0,17.0,10.0,10.0,17.1,607.0,43,3.0,20.0,0.0,2017,2,23
642,2017-02-24,77,146.0,57.0,18.0,14.0,7.0,9.0,8.2,607.8,84,2.0,4.0,0.0,2017,2,24
643,2017-02-25,75,118.0,64.0,21.0,16.0,7.0,10.0,6.7,608.2,79,3.0,6.0,0.0,2017,2,25
644,2017-02-26,57,110.0,59.0,24.0,16.0,6.0,10.0,7.9,608.6,75,3.0,6.0,0.0,2017,2,26
645,2017-02-27,61,109.0,68.0,54.0,17.0,7.0,12.0,9.5,608.1,84,2.0,6.0,0.0,2017,2,27
646,2017-02-28,59,112.0,81.0,26.0,20.0,9.0,11.0,14.4,607.3,42,3.0,26.0,0.0,2017,2,28
647,2017-03-01,70,145.0,74.0,44.0,14.0,8.0,11.0,7.4,611.2,75,3.0,5.0,0.0,2017,3,1
648,2017-03-02,77,140.0,67.0,49.0,12.0,7.0,11.0,11.8,606.1,75,3.0,8.0,0.0,2017,3,2
649,2017-03-03,72,105.0,72.0,68.0,13.0,8.0,9.0,16.3,604.2,41,5.0,23.0,0.0,2017,3,3
650,2017-03-04,67,104.0,74.0,60.0,13.0,7.666666666666667,8.0,17.4,604.4,30,3.0,22.0,0.0,2017,3,4
651,2017-03-05,85,115.0,71.0,66.0,16.0,9.0,10.0,16.2,605.8,39,2.0,22.0,0.0,2017,3,5
652,2017-03-06,73,136.0,78.0,61.0,15.0,11.0,11.0,16.7,605.3,39,3.0,17.0,0.0,2017,3,6
653,2017-03-07,78,116.0,68.0,49.0,18.0,10.0,10.0,16.6,606.0,32,3.0,25.0,0.0,2017,3,7
654,2017-03-08,77,117.0,51.0,40.0,18.0,8.0,10.0,15.8,605.7,42,4.0,24.0,0.0,2017,3,8
655,2017-03-09,69,93.0,52.0,47.0,10.0,9.0,9.0,9.5,604.8,82,3.0,30.0,0.9,2017,3,9
656,2017-03-10,57,80.0,70.0,45.0,17.0,9.0,10.0,16.0,605.7,50,3.3333333333333335,30.0,0.0,2017,3,10
657,2017-03-11,56,103.0,33.0,32.0,9.0,5.0,9.0,17.6,606.7,47,4.0,24.0,0.0,2017,3,11
658,2017-03-12,66,56.0,39.0,42.0,8.0,5.0,9.0,12.7,605.8,87,2.0,30.0,0.9,2017,3,12
659,2017-03-13,37,65.0,57.0,57.0,14.0,6.333333333333333,9.0,15.5,607.6,47,3.0,30.0,0.0,2017,3,13
660,2017-03-14,52,74.0,78.0,52.0,16.0,8.0,8.0,18.2,606.9,27,5.0,30.0,0.0,2017,3,14
661,2017-03-15,61,77.0,86.0,63.0,21.0,9.0,11.0,18.3,606.4,27,3.0,30.0,0.0,2017,3,15
662,2017-03-16,67,110.0,80.0,66.0,18.0,8.0,11.0,18.7,605.2,35,2.0,24.0,0.0,2017,3,16
663,2017-03-17,81,117.0,72.0,56.0,16.0,9.0,11.0,18.1,605.9,31,4.0,27.0,0.0,2017,3,17
664,2017-03-18,79,119.0,85.0,60.0,21.0,11.0,11.0,17.2,606.7,31,3.0,27.0,0.0,2017,3,18
665,2017-03-19,77,113.0,79.0,52.0,25.0,9.0,10.0,18.2,607.4,31,3.0,23.0,0.0,2017,3,19
666,2017-03-20,78,123.0,60.0,49.0,14.0,7.0,10.0,15.5,607.6,41,1.0,27.0,0.0,2017,3,20
667,2017-03-21,86,95.0,54.0,50.0,10.0,6.0,8.0,15.7,605.9,38,5.0,30.0,0.0,2017,3,21
668,2017-03-22,58,68.0,73.0,50.0,19.0,10.0,10.0,19.1,606.2,26,5.0,30.0,0.0,2017,3,22
669,2017-03-23,56,91.0,77.0,64.0,16.0,9.0,11.0,21.4,606.3,24,4.0,30.0,0.0,2017,3,23
670,2017-03-24,67,112.0,87.0,42.0,18.0,10.0,13.0,20.7,606.8,33,4.0,25.0,0.0,2017,3,24
671,2017-03-25,80,142.0,49.0,27.0,19.0,8.0,12.0,10.4,609.5,72,3.0,6.0,0.0,2017,3,25
672,2017-03-26,78,102.0,63.0,34.0,18.0,7.0,12.0,12.6,610.3,73,2.0,7.0,0.0,2017,3,26
673,2017-03-27,56,120.0,40.0,47.0,11.0,6.0,12.0,11.0,610.0,88,1.0,19.0,3.0,2017,3,27
674,2017-03-28,60,81.0,69.0,48.0,17.0,9.0,13.0,18.7,607.3,53,4.0,28.0,0.0,2017,3,28
675,2017-03-29,53,113.0,79.0,50.0,19.0,6.0,13.0,15.2,607.1,77,2.0,8.0,9.0,2017,3,29
676,2017-03-30,70,136.0,44.0,42.0,14.0,6.0,9.0,13.5,609.1,92,1.0,4.9,7.0,2017,3,30
677,2017-03-31,72,80.0,55.0,38.0,18.0,8.0,9.0,12.1,611.2,71,2.0,19.0,0.0,2017,3,31
678,2017-04-01,46,92.0,41.0,33.0,14.0,5.0,10.0,11.6,611.2,82,2.0,7.0,0.3,2017,4,1
679,2017-04-02,52,73.0,43.0,52.0,8.0,5.0,10.0,13.7,608.6,80,2.0,20.0,0.0,2017,4,2
680,2017-04-03,40,71.0,44.0,52.0,9.0,6.0,10.0,15.4,607.9,59,5.0,30.0,0.0,2017,4,3
681,2017-04-04,63,67.0,47.0,48.0,9.0,6.0,10.0,18.6,607.1,49,3.0,30.0,0.0,2017,4,4
682,2017-04-05,62,74.0,48.0,51.0,13.0,8.0,9.0,16.7,605.4,50,4.0,30.0,0.0,2017,4,5
683,2017-04-06,56,68.0,55.0,44.0,12.0,6.0,9.0,20.3,605.3,43,3.0,30.0,0.0,2017,4,6
684,2017-04-07,62,80.0,57.0,45.0,8.0,6.0,8.0,19.5,605.2,48,5.0,30.0,0.0,2017,4,7
685,2017-04-08,57,77.0,60.0,56.0,8.0,5.0,8.0,21.7,605.5,43,3.0,29.0,0.0,2017,4,8
686,2017-04-09,57,86.0,75.0,71.0,8.0,6.0,9.0,22.6,604.5,31,4.0,28.0,0.0,2017,4,9
687,2017-04-10,70,98.0,80.0,57.333333333333336,10.0,8.0,10.0,22.7,603.9,30,3.0,23.0,0.0,2017,4,10
688,2017-04-11,86,120.0,71.66666666666667,63.5,17.0,10.0,12.0,21.4,605.8,27,2.0,19.0,0.0,2017,4,11
689,2017-04-12,92,148.0,82.0,62.0,13.0,5.0,11.0,20.1,607.3,26,2.0,21.0,0.0,2017,4,12
690,2017-04-13,92,151.0,76.0,66.0,11.0,5.0,12.0,18.0,608.0,70,4.0,7.0,0.0,2017,4,13
691,2017-04-14,80,136.0,80.0,66.0,8.0,6.0,11.0,20.0,606.1,39,2.0,12.0,0.0,2017,4,14
692,2017-04-15,84,149.0,76.0,45.0,11.0,6.0,12.0,19.9,606.1,44,4.0,13.0,0.0,2017,4,15
693,2017-04-16,91,137.0,35.0,37.0,18.0,5.0,10.0,14.5,609.3,94,1.0,2.1,4.0,2017,4,16
694,2017-04-17,75,76.0,46.0,33.0,17.0,10.0,10.0,11.2,609.7,92,2.0,16.0,12.0,2017,4,17
695,2017-04-18,39,77.0,49.0,40.0,18.0,9.0,12.0,14.0,606.7,76,1.0,18.0,0.0,2017,4,18
696,2017-04-19,46,66.0,63.0,49.0,17.0,9.0,11.0,18.7,604.7,55,3.0,30.0,0.0,2017,4,19
697,2017-04-20,53,79.0,36.0,29.0,15.0,8.0,11.0,17.9,606.2,63,2.0,17.0,0.1,2017,4,20
698,2017-04-21,62,109.0,48.0,28.0,15.0,7.0,11.0,11.5,608.4,73,4.0,18.0,0.0,2017,4,21
699,2017-04-22,44,79.0,59.0,35.0,15.0,7.0,11.0,14.9,607.0,80,1.0,9.0,0.0,2017,4,22
700,2017-04-23,52,79.0,36.0,31.0,14.0,6.0,12.0,16.0,606.4,88,1.0,9.0,2.0,2017,4,23
701,2017-04-24,56,60.0,58.0,34.0,16.0,7.0,12.0,16.0,605.2,81,2.0,26.0,2.0,2017,4,24
702,2017-04-25,39,79.0,58.0,39.0,18.0,8.0,12.0,15.4,606.3,85,1.0,17.0,0.0,2017,4,25
703,2017-04-26,57,89.0,74.0,24.0,23.0,7.0,12.0,15.2,607.6,86,1.0,9.0,0.9,2017,4,26
704,2017-04-27,60,116.0,62.0,45.0,18.0,6.0,11.0,11.1,610.0,84,3.0,27.0,4.0,2017,4,27
705,2017-04-28,58,81.0,80.0,54.0,17.0,7.0,11.0,19.7,607.9,54,2.0,15.0,0.0,2017,4,28
706,2017-04-29,64,108.0,68.0,54.0,9.0,8.0,11.0,20.5,606.7,42,3.0,27.0,0.0,2017,4,29
707,2017-04-30,71,93.0,62.0,57.0,10.0,9.0,10.0,20.6,606.1,45,3.0,25.0,0.0,2017,4,30
708,2017-05-01,71,89.0,63.0,51.0,7.0,9.0,9.0,22.5,606.7,38,5.0,26.0,0.0,2017,5,1
709,2017-05-02,77,80.0,59.0,53.0,7.0,7.0,8.0,21.5,606.5,44,5.0,28.0,0.0,2017,5,2
710,2017-05-03,67,75.0,59.0,64.0,11.0,8.0,11.0,21.8,607.3,42,3.0,27.0,0.0,2017,5,3
711,2017-05-04,70,71.0,75.0,61.0,12.0,8.0,12.0,21.7,607.9,42,3.0,21.0,0.0,2017,5,4
712,2017-05-05,85,98.0,87.0,60.0,17.0,7.0,10.333333333333334,22.4,608.1,40,3.0,27.0,0.0,2017,5,5
713,2017-05-06,77,113.0,72.0,51.0,9.0,9.0,13.0,21.0,608.3,40,4.0,18.0,0.0,2017,5,6
714,2017-05-07,79,95.0,62.0,65.0,13.0,9.0,12.5,19.2,607.6,56,3.0,27.0,0.0,2017,5,7
715,2017-05-08,70,89.0,71.0,62.0,16.0,10.0,13.0,19.8,606.7,62,2.0,25.0,0.0,2017,5,8
716,2017-05-09,88,98.0,68.0,58.0,11.0,8.0,13.0,23.9,607.0,36,4.0,21.0,0.0,2017,5,9
717,2017-05-10,80,90.0,61.0,50.0,8.0,7.0,12.0,21.4,607.9,46,3.0,20.0,0.0,2017,5,10
718,2017-05-11,77,88.0,52.0,57.0,13.0,8.0,12.0,22.0,608.1,47,3.0,30.0,0.0,2017,5,11
719,2017-05-12,65,72.0,77.0,62.0,22.0,7.666666666666667,12.0,18.9,608.6,69,1.0,25.0,0.0,2017,5,12
720,2017-05-13,72,89.0,55.0,46.0,8.0,7.0,12.0,22.6,605.8,45,3.0,30.0,0.0,2017,5,13
721,2017-05-14,85,73.0,61.0,46.0,10.0,7.0,11.0,16.6,607.3,66,5.0,30.0,0.0,2017,5,14
722,2017-05-15,64,90.0,54.0,42.0,14.0,7.0,13.0,17.4,608.8,52,3.0,30.0,0.0,2017,5,15
723,2017-05-16,67,81.0,50.0,36.0,19.0,8.0,12.0,12.6,609.7,84,3.0,13.0,2.0,2017,5,16
724,2017-05-17,52,74.0,55.0,32.0,19.0,8.0,12.0,13.1,608.2,89,1.0,6.0,4.0,2017,5,17
725,2017-05-18,47,83.0,45.0,39.0,12.0,8.0,10.0,17.2,607.3,84,2.0,9.0,0.0,2017,5,18
726,2017-05-19,54,70.0,51.0,41.0,12.0,10.0,9.0,20.7,605.4,64,2.0,30.0,0.0,2017,5,19
727,2017-05-20,50,63.0,58.0,48.0,11.0,8.0,10.0,24.0,603.0,50,4.0,30.0,0.0,2017,5,20
728,2017-05-21,54,76.0,59.0,44.0,10.0,8.0,9.0,25.0,603.6,47,3.0,30.0,0.0,2017,5,21
729,2017-05-22,71,78.0,69.0,48.0,14.0,9.0,10.0,25.1,604.1,46,4.0,30.0,0.0,2017,5,22
730,2017-05-23,65,86.0,52.0,29.0,13.0,8.0,8.0,22.7,606.1,57,4.0,30.0,0.0,2017,5,23
731,2017-05-24,71,81.0,37.0,44.0,13.0,7.0,8.0,16.7,607.7,70,5.0,16.0,0.0,2017,5,24
732,2017-05-25,51,61.0,49.0,60.0,16.0,11.0,9.0,15.9,609.7,60,3.0,30.0,0.0,2017,5,25
733,2017-05-26,44,62.0,69.0,44.333333333333336,22.0,11.0,10.0,18.6,607.9,62,2.0,19.0,0.0,2017,5,26
734,2017-05-27,70,95.0,67.0,52.0,14.0,9.0,10.0,20.4,607.6,58,1.0,18.0,0.0,2017,5,27
735,2017-05-28,110,91.0,62.0,60.0,11.0,10.0,10.0,21.1,606.7,56,2.0,25.0,0.0,2017,5,28
736,2017-05-29,95,89.0,52.0,47.0,9.0,8.0,10.0,24.2,605.7,40,3.0,30.0,0.0,2017,5,29
737,2017-05-30,94,73.0,35.0,38.0,6.0,6.0,10.0,23.0,606.4,58,5.0,30.0,0.0,2017,5,30
738,2017-05-31,53,55.0,42.0,48.0,7.0,8.0,10.0,23.4,604.9,54,3.0,30.0,0.0,2017,5,31
739,2017-06-01,41,55.0,47.0,49.0,8.0,8.0,9.0,23.8,603.6,54,3.0,30.0,0.0,2017,6,1
740,2017-06-02,50,60.0,40.0,47.0,8.0,10.0,9.0,23.8,603.2,47,4.0,30.0,0.0,2017,6,2
741,2017-06-03,52,56.0,41.0,49.0,7.0,9.0,9.0,24.1,603.6,48,4.0,30.0,0.0,2017,6,3
742,2017-06-04,50,55.0,46.0,48.333333333333336,9.0,8.0,9.0,23.3,603.0,46,3.0,30.0,0.0,2017,6,4
743,2017-06-05,54,69.0,55.0,55.0,15.0,8.0,9.0,23.1,603.7,52,1.0,30.0,0.0,2017,6,5
744,2017-06-06,90,83.0,47.0,52.0,15.0,8.0,9.0,17.7,608.2,81,1.0,30.0,1.0,2017,6,6
745,2017-06-07,62,75.0,53.0,75.0,9.0,10.0,9.0,22.6,606.5,55,2.0,30.0,0.0,2017,6,7
746,2017-06-08,84,77.0,42.0,50.0,7.0,5.0,8.0,24.4,604.7,49,4.0,30.0,0.0,2017,6,8
747,2017-06-09,78,59.0,41.0,56.0,7.0,6.0,8.0,25.9,603.8,46,2.0,30.0,0.0,2017,6,9
748,2017-06-10,52,51.0,37.0,36.0,8.0,6.0,8.0,25.5,604.3,55,4.0,30.0,0.0,2017,6,10
749,2017-06-11,64,52.0,42.0,45.0,8.0,6.0,8.0,23.7,604.8,66,2.0,30.0,0.0,2017,6,11
750,2017-06-12,38,53.0,33.0,46.0,14.0,6.0,7.0,21.9,605.2,75,5.0,30.0,0.0,2017,6,12
751,2017-06-13,50,61.0,38.0,40.0,9.0,6.0,7.0,22.3,605.5,75,2.0,30.0,0.0,2017,6,13
752,2017-06-14,47,53.0,37.0,29.0,11.0,6.0,10.0,22.8,605.6,76,4.0,26.0,11.0,2017,6,14
753,2017-06-15,43,84.0,40.0,29.0,15.0,7.0,8.0,24.2,604.3,61,2.0,30.0,0.0,2017,6,15
754,2017-06-16,33,107.0,47.0,35.0,14.0,7.0,8.0,17.8,606.4,91,2.0,6.0,5.0,2017,6,16
755,2017-06-17,38,73.0,42.0,41.0,12.0,8.0,8.0,21.4,603.6,84,2.0,30.0,1.0,2017,6,17
756,2017-06-18,47,74.0,51.0,31.0,16.0,6.0,9.0,23.0,603.8,67,1.0,30.0,0.0,2017,6,18
757,2017-06-19,46,88.0,40.0,58.0,14.0,6.0,8.0,17.6,605.4,92,2.0,8.0,14.0,2017,6,19
758,2017-06-20,42,78.0,36.0,26.0,12.0,7.0,8.0,20.6,604.2,82,1.0,10.0,0.0,2017,6,20
